"GEO","SEX","CAS","LMS","COC","AGE","TIME","VALUE","FLAGS","FOOTNOTES"
"CY","T","POP","UNK","TOTAL","Y50-64","2011","0","",""
"CY","T","POP","UNK","TOTAL","Y65-84","2011","0","",""
"CY","T","POP","UNK","TOTAL","Y_GE85","2011","0","",""
"CY","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"CY","T","POP","WID","TOTAL","TOTAL","2011","0","",""
"CY","T","POP","WID","TOTAL","Y15-29","2011","0","",""
"CY","T","POP","WID","TOTAL","Y30-49","2011","0","",""
"CY","T","POP","WID","TOTAL","Y50-64","2011","0","",""
"CY","T","POP","WID","TOTAL","Y65-84","2011","0","",""
"CY","T","POP","WID","TOTAL","Y_GE85","2011","0","",""
"CY","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","DISREP","TOTAL","TOTAL","2011","187","",""
"CZ","T","POP","DISREP","TOTAL","Y15-29","2011","57","",""
"CZ","T","POP","DISREP","TOTAL","Y30-49","2011","119","",""
"CZ","T","POP","DISREP","TOTAL","Y50-64","2011","11","",""
"CZ","T","POP","DISREP","TOTAL","Y65-84","2011","0","",""
"CZ","T","POP","DISREP","TOTAL","Y_GE85","2011","0","",""
"CZ","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","DIV","TOTAL","TOTAL","2011","1072947","",""
"CZ","T","POP","DIV","TOTAL","Y15-29","2011","19400","",""
"CZ","T","POP","DIV","TOTAL","Y30-49","2011","506920","",""
"CZ","T","POP","DIV","TOTAL","Y50-64","2011","395456","",""
"CZ","T","POP","DIV","TOTAL","Y65-84","2011","141206","",""
"CZ","T","POP","DIV","TOTAL","Y_GE85","2011","8441","",""
"CZ","T","POP","DIV","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","DTHREP","TOTAL","TOTAL","2011","38","",""
"CZ","T","POP","DTHREP","TOTAL","Y15-29","2011","3","",""
"CZ","T","POP","DTHREP","TOTAL","Y30-49","2011","13","",""
"CZ","T","POP","DTHREP","TOTAL","Y50-64","2011","10","",""
"CZ","T","POP","DTHREP","TOTAL","Y65-84","2011","8","",""
"CZ","T","POP","DTHREP","TOTAL","Y_GE85","2011","4","",""
"CZ","T","POP","DTHREP","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","MAR","TOTAL","TOTAL","2011","4409474","",""
"CZ","T","POP","MAR","TOTAL","Y15-29","2011","195037","",""
"CZ","T","POP","MAR","TOTAL","Y30-49","2011","1861879","",""
"CZ","T","POP","MAR","TOTAL","Y50-64","2011","1486094","",""
"CZ","T","POP","MAR","TOTAL","Y65-84","2011","833830","",""
"CZ","T","POP","MAR","TOTAL","Y_GE85","2011","28703","",""
"CZ","T","POP","MAR","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","REP","TOTAL","TOTAL","2011","2018","",""
"CZ","T","POP","REP","TOTAL","Y15-29","2011","373","",""
"CZ","T","POP","REP","TOTAL","Y30-49","2011","1324","",""
"CZ","T","POP","REP","TOTAL","Y50-64","2011","245","",""
"CZ","T","POP","REP","TOTAL","Y65-84","2011","73","",""
"CZ","T","POP","REP","TOTAL","Y_GE85","2011","3","",""
"CZ","T","POP","REP","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","SIN","TOTAL","TOTAL","2011","4164427","",""
"CZ","T","POP","SIN","TOTAL","Y15-29","2011","1747304","",""
"CZ","T","POP","SIN","TOTAL","Y30-49","2011","738900","",""
"CZ","T","POP","SIN","TOTAL","Y50-64","2011","121734","",""
"CZ","T","POP","SIN","TOTAL","Y65-84","2011","42068","",""
"CZ","T","POP","SIN","TOTAL","Y_GE85","2011","4612","",""
"CZ","T","POP","SIN","TOTAL","Y_LT15","2011","1488928","",""
"CZ","T","POP","TOTAL","TOTAL","TOTAL","2011","10436560","",""
"CZ","T","POP","TOTAL","TOTAL","Y15-29","2011","1968595","",""
"CZ","T","POP","TOTAL","TOTAL","Y30-49","2011","3143124","",""
"CZ","T","POP","TOTAL","TOTAL","Y50-64","2011","2155450","",""
"CZ","T","POP","TOTAL","TOTAL","Y65-84","2011","1490155","",""
"CZ","T","POP","TOTAL","TOTAL","Y_GE85","2011","154681","",""
"CZ","T","POP","TOTAL","TOTAL","Y_LT15","2011","1488928","",""
"CZ","T","POP","UNK","TOTAL","TOTAL","2011","26323","",""
"CZ","T","POP","UNK","TOTAL","Y15-29","2011","5796","",""
"CZ","T","POP","UNK","TOTAL","Y30-49","2011","7407","",""
"CZ","T","POP","UNK","TOTAL","Y50-64","2011","3500","",""
"CZ","T","POP","UNK","TOTAL","Y65-84","2011","1311","",""
"CZ","T","POP","UNK","TOTAL","Y_GE85","2011","181","",""
"CZ","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"CZ","T","POP","WID","TOTAL","TOTAL","2011","761146","",""
"CZ","T","POP","WID","TOTAL","Y15-29","2011","625","",""
"CZ","T","POP","WID","TOTAL","Y30-49","2011","26562","",""
"CZ","T","POP","WID","TOTAL","Y50-64","2011","148400","",""
"CZ","T","POP","WID","TOTAL","Y65-84","2011","471659","",""
"CZ","T","POP","WID","TOTAL","Y_GE85","2011","112737","",""
"CZ","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","DISREP","TOTAL","TOTAL","2011","7180","",""
"DE","T","POP","DISREP","TOTAL","Y15-29","2011","780","",""
"DE","T","POP","DISREP","TOTAL","Y30-49","2011","3780","",""
"DE","T","POP","DISREP","TOTAL","Y50-64","2011","1700","",""
"DE","T","POP","DISREP","TOTAL","Y65-84","2011","900","",""
"DE","T","POP","DISREP","TOTAL","Y_GE85","2011","20","u",""
"DE","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","DIV","TOTAL","TOTAL","2011","5576390","",""
"DE","T","POP","DIV","TOTAL","Y15-29","2011","83140","",""
"DE","T","POP","DIV","TOTAL","Y30-49","2011","2274890","",""
"DE","T","POP","DIV","TOTAL","Y50-64","2011","2163940","",""
"DE","T","POP","DIV","TOTAL","Y65-84","2011","993930","",""
"DE","T","POP","DIV","TOTAL","Y_GE85","2011","60500","",""
"DE","T","POP","DIV","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","DTHREP","TOTAL","TOTAL","2011","3680","",""
"DE","T","POP","DTHREP","TOTAL","Y15-29","2011","470","",""
"DE","T","POP","DTHREP","TOTAL","Y30-49","2011","1250","",""
"DE","T","POP","DTHREP","TOTAL","Y50-64","2011","690","",""
"DE","T","POP","DTHREP","TOTAL","Y65-84","2011","1080","",""
"DE","T","POP","DTHREP","TOTAL","Y_GE85","2011","200","u",""
"DE","T","POP","DTHREP","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","MAR","TOTAL","TOTAL","2011","36247580","",""
"DE","T","POP","MAR","TOTAL","Y15-29","2011","1326710","",""
"DE","T","POP","MAR","TOTAL","Y30-49","2011","13570560","",""
"DE","T","POP","MAR","TOTAL","Y50-64","2011","11696460","",""
"DE","T","POP","MAR","TOTAL","Y65-84","2011","9240700","",""
"DE","T","POP","MAR","TOTAL","Y_GE85","2011","413150","",""
"DE","T","POP","MAR","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","REP","TOTAL","TOTAL","2011","70900","",""
"DE","T","POP","REP","TOTAL","Y15-29","2011","6180","",""
"DE","T","POP","REP","TOTAL","Y30-49","2011","40380","",""
"DE","T","POP","REP","TOTAL","Y50-64","2011","17320","",""
"DE","T","POP","REP","TOTAL","Y65-84","2011","6870","",""
"DE","T","POP","REP","TOTAL","Y_GE85","2011","120","u",""
"DE","T","POP","REP","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","SIN","TOTAL","TOTAL","2011","31956610","",""
"DE","T","POP","SIN","TOTAL","Y15-29","2011","12187320","",""
"DE","T","POP","SIN","TOTAL","Y30-49","2011","6641490","",""
"DE","T","POP","SIN","TOTAL","Y50-64","2011","1569310","",""
"DE","T","POP","SIN","TOTAL","Y65-84","2011","698960","",""
"DE","T","POP","SIN","TOTAL","Y_GE85","2011","116260","",""
"DE","T","POP","SIN","TOTAL","Y_LT15","2011","10743250","",""
"DE","T","POP","TOTAL","TOTAL","TOTAL","2011","79652360","",""
"DE","T","POP","TOTAL","TOTAL","Y15-29","2011","13607760","",""
"DE","T","POP","TOTAL","TOTAL","Y30-49","2011","22690720","",""
"DE","T","POP","TOTAL","TOTAL","Y50-64","2011","16226290","",""
"DE","T","POP","TOTAL","TOTAL","Y65-84","2011","14587450","",""
"DE","T","POP","TOTAL","TOTAL","Y_GE85","2011","1796840","",""
"DE","T","POP","TOTAL","TOTAL","Y_LT15","2011","10743250","",""
"DE","T","POP","UNK","TOTAL","TOTAL","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y15-29","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y30-49","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y50-64","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y65-84","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y_GE85","2011","0","",""
"DE","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"DE","T","POP","WID","TOTAL","TOTAL","2011","5790020","",""
"DE","T","POP","WID","TOTAL","Y15-29","2011","3160","",""
"DE","T","POP","WID","TOTAL","Y30-49","2011","158370","",""
"DE","T","POP","WID","TOTAL","Y50-64","2011","776870","",""
"DE","T","POP","WID","TOTAL","Y65-84","2011","3645010","",""
"DE","T","POP","WID","TOTAL","Y_GE85","2011","1206590","",""
"DE","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","DISREP","TOTAL","TOTAL","2011","2031","",""
"DK","T","POP","DISREP","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","DISREP","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","DISREP","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","DISREP","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","DISREP","TOTAL","Y_GE85","2011","0","",""
"DK","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","DIV","TOTAL","TOTAL","2011","447578","",""
"DK","T","POP","DIV","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","DIV","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","DIV","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","DIV","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","DIV","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","DIV","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","DTHREP","TOTAL","TOTAL","2011","476","",""
"DK","T","POP","DTHREP","TOTAL","Y15-29","2011","0","",""
"DK","T","POP","DTHREP","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","DTHREP","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","DTHREP","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","DTHREP","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","DTHREP","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","MAR","TOTAL","TOTAL","2011","2178903","",""
"DK","T","POP","MAR","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","MAR","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","MAR","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","MAR","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","MAR","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","MAR","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","REP","TOTAL","TOTAL","2011","8799","",""
"DK","T","POP","REP","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","REP","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","REP","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","REP","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","REP","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","REP","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","SIN","TOTAL","TOTAL","2011","2616048","",""
"DK","T","POP","SIN","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","SIN","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","SIN","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","SIN","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","SIN","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","SIN","TOTAL","Y_LT15","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","TOTAL","2011","5560628","",""
"DK","T","POP","TOTAL","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","TOTAL","TOTAL","Y_LT15","2011",":","c",""
"DK","T","POP","UNK","TOTAL","TOTAL","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y15-29","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y30-49","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y50-64","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y65-84","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y_GE85","2011","0","",""
"DK","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"DK","T","POP","WID","TOTAL","TOTAL","2011","306793","",""
"DK","T","POP","WID","TOTAL","Y15-29","2011",":","c",""
"DK","T","POP","WID","TOTAL","Y30-49","2011",":","c",""
"DK","T","POP","WID","TOTAL","Y50-64","2011",":","c",""
"DK","T","POP","WID","TOTAL","Y65-84","2011",":","c",""
"DK","T","POP","WID","TOTAL","Y_GE85","2011",":","c",""
"DK","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"EE","T","POP","DISREP","TOTAL","TOTAL","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y15-29","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y30-49","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y50-64","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y65-84","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y_GE85","2011",":","z",""
"EE","T","POP","DISREP","TOTAL","Y_LT15","2011",":","z",""
"EE","T","POP","DIV","TOTAL","TOTAL","2011","148448","",""
"EE","T","POP","DIV","TOTAL","Y15-29","2011","3649","",""
"EE","T","POP","DIV","TOTAL","Y30-49","2011","55527","",""
"EE","T","POP","DIV","TOTAL","Y50-64","2011","58880","",""
"EE","T","POP","DIV","TOTAL","Y65-84","2011","28841","",""
"EE","T","POP","DIV","TOTAL","Y_GE85","2011","1551","",""
"EE","T","POP","DIV","TOTAL","Y_LT15","2011","0","",""
"EE","T","POP","DTHREP","TOTAL","TOTAL","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y15-29","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y30-49","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y50-64","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y65-84","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y_GE85","2011",":","z",""
"EE","T","POP","DTHREP","TOTAL","Y_LT15","2011",":","z",""
"EE","T","POP","MAR","TOTAL","TOTAL","2011","426128","",""
"EE","T","POP","MAR","TOTAL","Y15-29","2011","24754","",""
"EE","T","POP","MAR","TOTAL","Y30-49","2011","158573","",""
"EE","T","POP","MAR","TOTAL","Y50-64","2011","147664","",""
"EE","T","POP","MAR","TOTAL","Y65-84","2011","91688","",""
"EE","T","POP","MAR","TOTAL","Y_GE85","2011","3449","",""
"EE","T","POP","MAR","TOTAL","Y_LT15","2011","0","",""
"EE","T","POP","REP","TOTAL","TOTAL","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y15-29","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y30-49","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y50-64","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y65-84","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y_GE85","2011",":","z",""
"EE","T","POP","REP","TOTAL","Y_LT15","2011",":","z",""
"EE","T","POP","SIN","TOTAL","TOTAL","2011","595007","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y15-29","2011","218295","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y30-49","2011","130780","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y50-64","2011","28505","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y65-84","2011","15514","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y_GE85","2011","2022","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","SIN","TOTAL","Y_LT15","2011","199891","d","Also comprises persons below the national minimum age of marriage."
"EE","T","POP","TOTAL","TOTAL","TOTAL","2011","1294455","",""
"EE","T","POP","TOTAL","TOTAL","Y15-29","2011","254857","",""
"EE","T","POP","TOTAL","TOTAL","Y30-49","2011","352517","",""
"EE","T","POP","TOTAL","TOTAL","Y50-64","2011","257750","",""
"EE","T","POP","TOTAL","TOTAL","Y65-84","2011","206567","",""
"EE","T","POP","TOTAL","TOTAL","Y_GE85","2011","22873","",""
"EE","T","POP","TOTAL","TOTAL","Y_LT15","2011","199891","",""
"EE","T","POP","UNK","TOTAL","TOTAL","2011","13642","",""
"EE","T","POP","UNK","TOTAL","Y15-29","2011","7939","",""
"EE","T","POP","UNK","TOTAL","Y30-49","2011","3384","",""
"EE","T","POP","UNK","TOTAL","Y50-64","2011","915","",""
"EE","T","POP","UNK","TOTAL","Y65-84","2011","985","",""
"EE","T","POP","UNK","TOTAL","Y_GE85","2011","419","",""
"EE","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"EE","T","POP","WID","TOTAL","TOTAL","2011","111230","",""
"EE","T","POP","WID","TOTAL","Y15-29","2011","220","",""
"EE","T","POP","WID","TOTAL","Y30-49","2011","4253","",""
"EE","T","POP","WID","TOTAL","Y50-64","2011","21786","",""
"EE","T","POP","WID","TOTAL","Y65-84","2011","69539","",""
"EE","T","POP","WID","TOTAL","Y_GE85","2011","15432","",""
"EE","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"EL","T","POP","DISREP","TOTAL","TOTAL","2011","332","",""
"EL","T","POP","DISREP","TOTAL","Y15-29","2011","44","",""
"EL","T","POP","DISREP","TOTAL","Y30-49","2011","203","",""
"EL","T","POP","DISREP","TOTAL","Y50-64","2011","80","",""
"EL","T","POP","DISREP","TOTAL","Y65-84","2011","5","",""
"EL","T","POP","DISREP","TOTAL","Y_GE85","2011","0","",""
"EL","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"EL","T","POP","DIV","TOTAL","TOTAL","2011","331686","",""
"EL","T","POP","DIV","TOTAL","Y15-29","2011","7763","",""
"EL","T","POP","DIV","TOTAL","Y30-49","2011","153330","",""
"EL","T","POP","DIV","TOTAL","Y50-64","2011","122390","",""
"EL","T","POP","DIV","TOTAL","Y65-84","2011","46305","",""
"EL","T","POP","DIV","TOTAL","Y_GE85","2011","1896","",""
"EL","T","POP","DIV","TOTAL","Y_LT15","2011","2","",""
"EL","T","POP","DTHREP","TOTAL","TOTAL","2011","78","",""
"EL","T","POP","DTHREP","TOTAL","Y15-29","2011","21","",""
"EL","T","POP","DTHREP","TOTAL","Y30-49","2011","36","",""
"EL","T","POP","DTHREP","TOTAL","Y50-64","2011","20","",""
"EL","T","POP","DTHREP","TOTAL","Y65-84","2011","1","",""
"EL","T","POP","DTHREP","TOTAL","Y_GE85","2011","0","",""
"EL","T","POP","DTHREP","TOTAL","Y_LT15","2011","0","",""
"EL","T","POP","MAR","TOTAL","TOTAL","2011","5434500","",""
"EL","T","POP","MAR","TOTAL","Y15-29","2011","259866","",""
"EL","T","POP","MAR","TOTAL","Y30-49","2011","2238503","",""
"EL","T","POP","MAR","TOTAL","Y50-64","2011","1622714","",""
"EL","T","POP","MAR","TOTAL","Y65-84","2011","1237565","",""
"EL","T","POP","MAR","TOTAL","Y_GE85","2011","75601","",""
"EL","T","POP","MAR","TOTAL","Y_LT15","2011","251","",""
"EL","T","POP","REP","TOTAL","TOTAL","2011","1765","",""
"EL","T","POP","REP","TOTAL","Y15-29","2011","434","",""
"EL","T","POP","REP","TOTAL","Y30-49","2011","954","",""
"EL","T","POP","REP","TOTAL","Y50-64","2011","305","",""
"EL","T","POP","REP","TOTAL","Y65-84","2011","68","",""
"EL","T","POP","REP","TOTAL","Y_GE85","2011","3","",""
"EL","T","POP","REP","TOTAL","Y_LT15","2011","1","",""
"EL","T","POP","SIN","TOTAL","TOTAL","2011","4227476","",""
"EL","T","POP","SIN","TOTAL","Y15-29","2011","1635053","",""
"EL","T","POP","SIN","TOTAL","Y30-49","2011","793365","",""
"EL","T","POP","SIN","TOTAL","Y50-64","2011","141237","",""
"EL","T","POP","SIN","TOTAL","Y65-84","2011","80211","",""
"EL","T","POP","SIN","TOTAL","Y_GE85","2011","8596","",""
"EL","T","POP","SIN","TOTAL","Y_LT15","2011","1569014","",""
"EL","T","POP","TOTAL","TOTAL","TOTAL","2011","10816286","",""
"EL","T","POP","TOTAL","TOTAL","Y15-29","2011","1904144","",""
"EL","T","POP","TOTAL","TOTAL","Y30-49","2011","3216399","",""
"EL","T","POP","TOTAL","TOTAL","Y50-64","2011","2017623","",""
"EL","T","POP","TOTAL","TOTAL","Y65-84","2011","1877891","",""
"EL","T","POP","TOTAL","TOTAL","Y_GE85","2011","230961","",""
"EL","T","POP","TOTAL","TOTAL","Y_LT15","2011","1569268","",""
"EL","T","POP","UNK","TOTAL","TOTAL","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y15-29","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y30-49","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y50-64","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y65-84","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y_GE85","2011","0","",""
"EL","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"EL","T","POP","WID","TOTAL","TOTAL","2011","820449","",""
"EL","T","POP","WID","TOTAL","Y15-29","2011","963","",""
"EL","T","POP","WID","TOTAL","Y30-49","2011","30008","",""
"EL","T","POP","WID","TOTAL","Y50-64","2011","130877","",""
"EL","T","POP","WID","TOTAL","Y65-84","2011","513736","",""
"EL","T","POP","WID","TOTAL","Y_GE85","2011","144865","",""
"EL","T","POP","WID","TOTAL","Y_LT15","2011","0","",""
"ES","T","POP","DISREP","TOTAL","TOTAL","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y15-29","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y30-49","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y50-64","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y65-84","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y_GE85","2011","0","",""
"ES","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"ES","T","POP","DIV","TOTAL","TOTAL","2011","2196470","",""
"ES","T","POP","DIV","TOTAL","Y15-29","2011","55850","",""
"ES","T","POP","DIV","TOTAL","Y30-49","2011","1102555","",""
"ES","T","POP","DIV","TOTAL","Y50-64","2011","776725","",""
"ES","T","POP","DIV","TOTAL","Y65-84","2011","249880","",""
"ES","T","POP","DIV","TOTAL","Y_GE85","2011","10200","",""
"ES","T","POP","DIV","TOTAL","Y_LT15","2011","1260","",""
"ES","T","POP","DTHREP","TOTAL","TOTAL","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y15-29","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y30-49","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y50-64","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y65-84","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y_GE85","2011","0","",""
"ES","T","POP","DTHREP","TOTAL","Y_LT15","2011","0","",""
"ES","T","POP","MAR","TOTAL","TOTAL","2011","21281640","",""
"ES","T","POP","MAR","TOTAL","Y15-29","2011","789355","",""
"ES","T","POP","MAR","TOTAL","Y30-49","2011","9359040","",""
"ES","T","POP","MAR","TOTAL","Y50-64","2011","6304340","",""
"ES","T","POP","MAR","TOTAL","Y65-84","2011","4512270","",""
"ES","T","POP","MAR","TOTAL","Y_GE85","2011","304625","",""
"ES","T","POP","MAR","TOTAL","Y_LT15","2011","12005","",""
"ES","T","POP","REP","TOTAL","TOTAL","2011","0","",""
"ES","T","POP","REP","TOTAL","Y15-29","2011","0","",""
"ES","T","POP","REP","TOTAL","Y30-49","2011","0","",""
"ES","T","POP","REP","TOTAL","Y50-64","2011","0","",""
"ES","T","POP","REP","TOTAL","Y65-84","2011","0","",""
"ES","T","POP","REP","TOTAL","Y_GE85","2011","0","",""
"ES","T","POP","REP","TOTAL","Y_LT15","2011","0","",""
"ES","T","POP","SIN","TOTAL","TOTAL","2011","20374860","",""
"ES","T","POP","SIN","TOTAL","Y15-29","2011","6941555","",""
"ES","T","POP","SIN","TOTAL","Y30-49","2011","4843400","",""
"ES","T","POP","SIN","TOTAL","Y50-64","2011","884720","",""
"ES","T","POP","SIN","TOTAL","Y65-84","2011","544925","",""
"ES","T","POP","SIN","TOTAL","Y_GE85","2011","106140","",""
"ES","T","POP","SIN","TOTAL","Y_LT15","2011","7054120","",""
"ES","T","POP","TOTAL","TOTAL","TOTAL","2011","46815910","",""
"ES","T","POP","TOTAL","TOTAL","Y15-29","2011","7806240","",""
"ES","T","POP","TOTAL","TOTAL","Y30-49","2011","15430055","",""
"ES","T","POP","TOTAL","TOTAL","Y50-64","2011","8394540","",""
"ES","T","POP","TOTAL","TOTAL","Y65-84","2011","7032320","",""
"ES","T","POP","TOTAL","TOTAL","Y_GE85","2011","1083495","",""
"ES","T","POP","TOTAL","TOTAL","Y_LT15","2011","7069260","",""
"ES","T","POP","UNK","TOTAL","TOTAL","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y15-29","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y30-49","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y50-64","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y65-84","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y_GE85","2011","0","",""
"ES","T","POP","UNK","TOTAL","Y_LT15","2011","0","",""
"ES","T","POP","WID","TOTAL","TOTAL","2011","2962945","",""
"ES","T","POP","WID","TOTAL","Y15-29","2011","19485","",""
"ES","T","POP","WID","TOTAL","Y30-49","2011","125065","",""
"ES","T","POP","WID","TOTAL","Y50-64","2011","428750","",""
"ES","T","POP","WID","TOTAL","Y65-84","2011","1725240","",""
"ES","T","POP","WID","TOTAL","Y_GE85","2011","662530","",""
"ES","T","POP","WID","TOTAL","Y_LT15","2011","1875","",""
"FI","T","POP","DISREP","TOTAL","TOTAL","2011","514","",""
"FI","T","POP","DISREP","TOTAL","Y15-29","2011",":","c",""
"FI","T","POP","DISREP","TOTAL","Y30-49","2011","364","",""
"FI","T","POP","DISREP","TOTAL","Y50-64","2011","54","",""
"FI","T","POP","DISREP","TOTAL","Y65-84","2011",":","c",""
"FI","T","POP","DISREP","TOTAL","Y_GE85","2011","0","",""
"FI","T","POP","DISREP","TOTAL","Y_LT15","2011","0","",""
"FI","T","POP","DIV","TOTAL","TOTAL","2011","520189","",""
"FI","T","POP","DIV","TOTAL","Y15-29","2011",":","c",""
"FI","T","POP","DIV","TOTAL","Y30-49","2011","158249","",""
